District,State,Literacy_Rate_pct,Sex_Ratio_Total,Birth_Registration_pct,Electricity_Access_pct,Improved_DrinkingWater_pct,Improved_Sanitation_pct,Clean_Fuel_Cooking_pct,Iodized_Salt_Use_pct,Health_Insurance_Coverage_pct,Women_Literate_pct,Child_Marriage_pct,Teenage_Pregnancy_pct,Hygienic_Menstrual_Protection_pct,Higher_Order_Births_pct,ANC_First_Trimester_pct,ANC_4plus_Visits_pct,Neonatal_Tetanus_Protection_pct,Iron_Folic_100days_pct,Iron_Folic_180days_pct,MCP_Card_Registered_pct,Postnatal_Care_Mother_pct,OOP_Expenditure_Public_Delivery_Rs,Institutional_Births_pct,Institutional_Births_Public_pct,Home_Birth_Skilled_Personnel_pct,Births_Skilled_Personnel_pct,Caesarean_Section_pct,Caesarean_Private_pct,Caesarean_Public_pct,Home_Birth_Facility_Checkup_24hr_pct,Postnatal_Care_Child_pct,Fully_Vaccinated_Card_Recall_pct,Fully_Vaccinated_Card_Only_pct,VitaminA_6to35mo_pct,Vaccinated_Public_Facility_pct,Vaccinated_Private_Facility_pct,ARI_Prevalence_pct,ARI_Fever_Facility_Visit_pct,Breastfed_Within_1hr_pct,Exclusive_Breastfed_6mo_pct,Solid_Food_6to8mo_pct,Adequate_Diet_Breastfed_6to23mo_pct,Adequate_Diet_NonBreastfed_6to23mo_pct,Adequate_Diet_Total_6to23mo_pct,Child_Stunting_pct,Child_Wasting_pct,Child_Severe_Wasting_pct,Child_Underweight_pct,Child_Overweight_pct,Child_Anaemia_6to59mo_pct,Women_NonPregnant_Anaemia_pct,Women_Pregnant_Anaemia_pct,Women_All_Anaemia_pct,Women_15to19_Anaemia_pct,Women_BMI_Below_Normal_pct,Women_HighBloodSugar_Mild_pct,Women_HighBloodSugar_VHigh_pct,Women_Diabetes_or_Medicine_pct,Men_HighBloodSugar_Mild_pct,Men_HighBloodSugar_VHigh_pct,Men_Diabetes_or_Medicine_pct,Women_Hypertension_Mild_pct,Men_Hypertension_Mild_pct,Women_Cervical_Cancer_Screening_pct,Women_Breast_Exam_pct,Women_Oral_Exam_pct
Samastipur,Bihar,61.86,916,51.14,56.34,66.43,54.47,38.44,80.16,28.65,25.95,64.33,50,32.65,55,30.41,38.8,62.68,33.21,29.04,44.2,33.47,2801,39.88,22.01,32.26,47.85,9.83,6.99,8.09,39.3,50.39,33.53,29.99,20.41,95,6.84,15.66,37.57,57.64,38.33,87.37,20.89,25.86,9.87,70,30.44,10.52,60,0.47,61.37,54.6,72.91,65.61,75.19,55,2.77,2.65,7.42,11.61,3.25,14.5,10.17,14.41,11.37,6.58,5.95
Jalgaon,Maharashtra,78.2,978,45.96,68.54,89.03,56.6,61.57,88.05,51.43,64.18,34.74,50,37.9,55,38.94,51.04,61.39,45.41,26.59,48.14,60.99,1956,66.42,36.43,30.93,76.95,26.15,13.96,11.85,52.36,47.84,42.75,34.11,71.32,86.5,7.9,5.86,46.82,43.89,59.32,29.66,20.15,27.56,32.73,70,15.41,1,60,3.7,72.51,65.33,59.1,64.66,69.72,47.13,11.98,0,16.95,3.48,10.35,12.33,9.14,11.52,14.2,13.13,7.63
Chittoor,Andhra Pradesh,71.53,927,51.7,69.13,63.46,42.75,34.68,76.78,5,53.02,48.75,50,49,55,41.04,56.77,50.33,22.66,9.49,49.86,32.07,2429,59.23,27.2,13.4,64.12,14.65,5.6,4.62,15.35,28.1,29.03,10,14.3,75.29,32.21,3.52,44.81,59.62,52.44,72.67,16.33,46.74,15.75,54.02,16.62,5.82,60,2.92,66.83,69.03,37.89,60.98,64.67,53.44,11.52,6.58,10.53,8.48,0.23,0,12.7,22.11,18.2,22.48,4.84
Vadodara,Gujarat,78.92,955,60.1,68.91,57.26,74.15,56.41,67.89,72.85,61.48,45.85,50,71.3,40.15,51.84,45.87,49.63,39.49,18.23,71.64,50.65,1615,54.82,20.21,25.83,63.32,25.15,22.17,13.1,36.86,41.99,67.6,50.4,67.18,70.44,31.73,10.65,41.16,64.43,72.67,64.69,10.37,15.77,13.67,45.21,9.93,1.92,60,0,52.8,73.97,62.43,64.3,60.88,55,2.05,0,17.89,2.9,3.68,9.15,14.46,1.58,12.98,12.07,13.29
Muzaffarnagar,Uttar Pradesh,69.12,1052,51.6,59.9,44.44,48.88,61,87.01,58.45,50.8,50.57,50,46.97,51.79,33.6,66.19,21.17,45.69,29.87,57.07,58.93,3707,58.88,29.69,6.47,48.9,14.31,13.22,2.08,5,26.63,48.27,34.27,65.99,84.14,14.27,2.13,29.48,26.9,31.73,62.25,17.36,36.77,18.28,62.16,16.51,5.52,60,5.34,92.01,50.3,71.2,56.29,58.16,50.88,4.5,0,11.83,9.99,4.5,5.24,15.32,24.56,11.42,9.86,9.41
Malappuram,Kerala,93.57,946,76.7,89.34,78.4,73.19,70.82,85.85,14.99,80.99,45.78,38.04,68.52,55,56.21,50.77,58.54,56.04,30.61,67.54,47.66,3230,77.53,39.51,25.4,71.8,21.53,13.89,4.71,30.11,45.84,76.31,52.28,23.52,22.17,79.95,8.15,50.32,65.61,57.05,60.06,32.89,31.21,36.77,57.36,9.08,7.18,58.23,2.16,62.92,62.86,41.76,54.43,48.86,38.56,9.16,6.69,12.26,7.99,5.01,15.88,8.48,24.25,10.23,15.98,9.49
Hardoi,Uttar Pradesh,64.57,996,45.2,60.46,68.01,39.12,17.36,89.66,15.42,58.84,59.65,50,58.95,55,35.69,62.72,54.13,31.19,14.16,54.44,35.18,3175,58.98,26.55,21.78,47.63,12.82,9.05,1.11,54.31,43.96,55.36,47.55,78,53.36,43.67,6.81,28.52,39.14,32.11,64.16,19.79,3.5,7.8,60.17,22.22,4.89,60,1.96,31.07,67.6,55.72,60.65,63.83,55,4.99,0.67,3.62,5.81,3.76,4.67,10.91,10.66,16.02,15.7,4.77
Anantapur,Andhra Pradesh,63.57,922,63.89,59.43,61.07,48.13,29.34,77.84,78.45,51.3,56.31,50,40.46,49.67,46.19,26.45,55.74,33.49,16.51,49.96,66.29,2915,54.68,36.89,24.55,54.09,13.07,8.45,6.84,21.93,46.83,37.93,34.17,92.88,28.55,77.71,10.7,42.51,47.44,50.73,72.18,27,19.85,34.81,55.49,19.86,5.79,60,5.03,78.98,53.22,46.72,47.01,44.37,55,6.13,0,6.21,9.67,5.25,13.47,11.66,18.33,10.99,14.45,4.56
Raipur,Chhattisgarh,75.56,949,61.67,71.29,64.09,56,35.16,70.8,30.25,56.51,58.94,50,73.25,54.19,39.29,51.55,60.54,37.41,16.98,56.85,51.03,2668,59.83,23.53,16.43,65.75,2.34,3.96,1,38.18,44.21,55.12,44.83,56.75,73.94,31.14,6.07,41.86,79.1,35.29,53.07,38.41,19.29,31.07,68.02,30.8,8.89,56.23,3.82,64.83,44.21,40.18,41.35,45.65,48.71,0.12,8.01,16.29,8.04,4.89,15.98,17.32,15.91,19.29,18.64,8.89
Kurnool,Andhra Pradesh,59.97,1021,49.88,43.22,48.09,23.08,38.32,59.29,28.32,45.64,70,50,61.9,55,32.04,28.27,45.56,31.64,20.58,51.78,29.91,1080,58.38,30.74,45.01,49.79,23.12,11.03,5.02,25.48,23.98,42.53,40.2,60.82,48.63,53.24,12.8,29.45,57.84,38.49,67.03,32.2,53.56,27.89,67.25,7.34,6.15,60,2.92,62.44,57.15,44.96,49.2,52.31,55,1.51,2.09,14.81,4.11,7.13,12.4,1.07,0,4.76,24.66,13.5
Mahbubnagar,Andhra Pradesh,55.04,925,43,54.83,39.85,58.68,38.32,87.83,5,41.94,70,50,37.22,55,25.78,46.46,53.81,37.6,11.26,43.7,42.66,2770,29.01,25.29,9.18,46.47,21.7,18.42,8.75,19.53,34.85,37.96,20.29,87.58,95,8.06,5.01,18.89,38.49,54.93,70.26,9.68,37.64,29.96,70,28.73,14.89,60,2.01,62.14,45.91,52.06,54.16,52,55,5.63,7.64,7.21,7.05,7.53,11.02,10.06,12.33,7.45,15.11,5.53
Kheri,Uttar Pradesh,60.56,1022,51.97,58.79,62.71,55.3,18.75,83.09,37.98,40.06,44.44,50,36.62,55,31.36,30.6,41.08,11.67,9.43,50.98,29.52,2303,50.96,35.3,31.66,43.07,22.26,16.24,2.97,52.49,41.99,59.29,40.84,35.47,52.68,39.93,10.82,43.87,56.47,44.82,50.69,30.38,32.03,23.52,69.85,11.17,5.55,60,4.14,62.23,44.44,35.31,46.66,50.52,54.08,3.2,1.25,2.24,9.68,6.32,9.02,6.78,5.41,15.63,16.61,11.31
Kancheepuram,Tamil Nadu,84.49,978,76.62,68.92,79.06,55.17,46.71,66.41,40.45,71.45,55.08,39.49,66.12,55,37.07,54.18,70.77,46.35,33.22,60.76,31.92,3337,57.71,41.47,7.62,74.16,20.75,12.17,4.62,16.19,22.8,91.6,69.3,35.98,63.91,43.42,5.33,47.19,33.8,81.4,72.56,37.57,3,35.19,56.43,21.75,9.62,60,2.13,90.03,58.3,32.69,40.59,50.99,55,1.41,0,17.3,11.43,5.71,10.38,7.34,4.86,16.84,31.2,18.92
Maldah,West Bengal,61.73,928,42.63,53.85,39.67,32.19,5,71.54,59.31,51.15,61.18,50,39.74,55,23.36,29.23,41.28,40.06,19.39,40.67,53.51,2927,45.17,20.12,26.05,62.71,10.38,4.31,1,40.27,35.35,62.35,41.79,41.21,54.76,44.74,10.19,56.16,47.81,76.22,70.38,18.01,3.28,21.88,68.62,9.84,1,60,2.54,71.97,52.18,35.77,39.55,40.72,53.08,4.74,3.04,14.33,6.49,0.31,4.3,5.75,11.28,5.2,14.79,9.93
Saran,Bihar,65.96,975,47.89,59.09,73.77,49.65,56.21,72.4,17.02,63.39,61.98,50,34.61,55,45.59,50.82,39.06,31.13,34.05,40.69,26.34,2695,60.26,39.42,26.91,54.76,27.66,22.18,12.1,40.55,34,50.95,44.03,58.74,53.2,51.93,3.94,39.02,49.96,69.49,53.02,5.97,40.19,7.5,64.15,20.62,8.85,60,0.65,68.91,57.63,55.25,54.16,60.39,55,2.49,0.38,3.28,14.15,5.35,11.89,12.7,11.49,16.49,11.23,6.83
Hyderabad,Andhra Pradesh,83.25,989,64.4,73.98,74.85,59.14,37.26,60.2,14.59,75.81,46.07,49.21,71.09,55,32.79,42.08,49.06,40.87,24.66,51.6,79.37,684,60.57,24.81,20.66,69.3,27.93,17.4,7.02,19.67,57.23,75.9,52.75,58.69,39.56,64.19,7.9,47.28,59.52,69.13,47.18,19.71,40.95,26.07,54.71,3,1,55.8,5.29,61.06,31.73,26.55,27.07,20.01,51.41,6.11,5.21,3.28,4.02,8.34,16.26,0,20.29,8.46,15.14,12.13
Darbhanga,Bihar,56.56,975,33.96,53.24,65.76,43.15,29.77,68.19,54.02,37.59,67.24,50,51.76,55,27.28,54.14,31.12,27.88,5,23.54,28.06,2120,36.69,17.97,14.06,48.74,10.12,3.08,1,37.8,35.74,66.66,60.38,46.93,38.96,66.09,13.29,11.17,35.37,57.34,52.82,27.26,19.61,36.62,62.91,13.64,5.58,60,6.11,90.93,52.37,14.53,31.12,34.55,55,9.97,6.03,18.17,0.77,0.17,6.64,9.31,8.49,14.32,16.6,8.31
West Godavari,Andhra Pradesh,74.63,887,52.78,77.19,50.09,54.16,35.13,64.39,65.13,65,56.74,50,53.8,55,53.23,32.83,60.1,36.57,19.69,43.12,70.38,1698,82.49,43.92,21.69,72.38,23.32,13.24,2.98,18.17,46.86,39.34,22.06,51.99,22.77,71.99,8.46,40.07,52.4,78.49,67.03,32.11,30.39,32.9,66.55,19.85,6.91,60,3.42,77.64,21.1,71.96,45.95,45.97,49.44,4.79,6.79,6.46,1.36,1.05,11.09,0.89,10.63,8.54,8.67,18.11
Vellore,Tamil Nadu,79.17,921,59.62,78.83,52.8,60.48,59.69,73.05,13.58,54.69,46.71,50,42.79,55,39.31,31.35,49.03,44.66,27.3,46.01,31.08,2427,56.42,26.42,23.2,60.14,26.75,21.23,7.69,44.39,37.76,73.24,71.99,47.21,71.82,23.58,12.73,34.45,59.19,49.71,63.86,18.75,29.39,48.77,70,33.04,11.43,55.42,2.03,79.84,39.32,33.79,35.21,35.89,44.4,4.3,3.07,6.55,6.96,9.48,10.48,6.54,21.2,20.31,6.1,4.95
Pashchim Champaran,Bihar,55.7,940,55.52,40.94,49.72,53.46,5,69.14,66.63,47.91,57.62,50,26.69,55,40.58,44.84,30.87,34.4,24.23,33.92,45.73,1826,60.55,30.41,41.48,58.95,13.3,1,1,11.33,30.65,54.87,57.39,48.16,54.36,56.88,7.89,38.31,16.84,90,85.91,2,32.37,23.96,68.15,3,1.28,60,4.87,69.17,53.67,46.9,46.22,50.91,55,10.29,8.14,5.6,7.05,0.51,12.56,8.93,11.9,10.59,7.03,12.82
Kolhapur,Maharashtra,81.51,947,68.76,77.71,73.01,62.74,43.66,58.48,45.75,60.15,46.61,48.25,58.13,55,37.74,41.81,65.12,20.55,10.27,72.68,54.9,1952,67.91,33.4,9.53,72.65,15.04,8,13.03,28.89,56.15,74.09,54.81,42.63,95,5,5.98,43.25,48.52,38.04,59.49,9.68,24.79,25.07,70,18.98,9.62,60,4.18,80,73.2,64.76,65.9,68.22,47.37,8.93,1.22,10.78,7.5,4.69,8.32,7.97,9.92,16.39,20.4,5.25
Jalpaiguri,West Bengal,73.25,975,61.87,75.23,80.58,40.78,37.36,99,66.84,49.08,58.39,50,46.28,55,27.67,43.86,55.89,49.46,21.58,49.7,54,2613,58.06,24.07,13.33,62.49,23.34,20.52,1,30.45,39.51,65.05,57.96,42.79,39.61,54.9,8.69,47.59,38.93,34.68,51.66,29.32,41.42,24.2,66.39,14.85,11.27,56.11,2.11,70.9,63.05,26.99,49.66,45.67,55,9.19,4.4,2,4.33,3.35,3.46,13.41,18.14,12.78,17.61,14.23
Rajkot,Gujarat,80.96,957,74.23,75.57,74.68,70.3,36.77,93.03,43.6,66.06,57.41,49.47,53.26,55,25.39,44.71,67.25,42,16.44,59.09,60.19,1811,73.35,47.19,23.42,78.52,2.9,1.04,1,55.03,46.62,56.8,39.4,17.98,88.57,11.65,10.47,64.59,58.05,29.89,74.86,48.89,45.49,17.68,61.59,3.67,3.12,57.3,5.3,59.43,56.35,26.97,40.59,48.73,42.08,0,3.58,10.19,15.9,9.3,5.4,16.25,16.18,15.01,15.39,10.51
Sultanpur,Uttar Pradesh,69.27,897,55.58,69.98,57.6,64.9,62.46,68.65,5,32.48,66.97,44.61,58.71,55,53.85,25.81,55.15,62.83,32.47,51.22,35.59,2309,69.57,36.8,16.93,49.42,7.11,5.99,2.92,37.52,19.67,77.49,66.22,53.53,90.3,9.92,1,24.51,59.95,33.02,50.3,24.74,16.57,21.32,70,10,10.83,60,2.15,70.54,49.35,39.88,43.39,39.76,54.54,4.21,9.92,1.97,13.04,5.91,0,19.79,13.6,12.88,19.2,17.69
Karimnagar,Andhra Pradesh,64.15,965,57.02,71.82,46.43,76.43,20.18,81.27,41.96,35.52,56.57,50,52.24,55,21.64,37.57,39.17,22.78,9.21,60.78,22.78,833,45.36,26.56,18.8,58.7,8.1,10.7,1,52.19,34.46,54.36,39.36,18.89,84.99,12.31,10.09,43.3,37.75,25.67,53.14,40.75,13.28,14.53,70,15.23,6.69,60,0.43,95,51.24,65.38,53.75,53.08,55,3.71,7.62,2,2.42,7.37,14.88,9.96,18.54,15.08,15.87,12.32
Thiruvallur,Tamil Nadu,84.03,974,66.99,82.79,81.92,47.59,56.99,83.01,66.2,65.01,52.42,44.95,72.6,55,55.18,65.6,60.38,36.61,12.89,53.07,49.81,1451,67.34,38.35,32.84,74.87,2,5.76,1.55,44.98,22.07,56,31.72,73.01,66.23,36.85,4.24,48.5,41.93,58.85,53.33,12.32,18.85,2,54.35,22.74,14.45,60,2.87,68.06,74.59,49.65,60.73,64.28,45.2,2.7,4.1,2.17,6.59,5.17,12.99,15.81,5.51,14.81,18.53,14.9
Aurangabad,Maharashtra,79.02,972,66.92,72.86,56.72,57.74,47.76,92.29,27.13,62.83,62.21,50,45.41,55,31.46,59.45,57.61,42.08,19.39,53.09,50.09,2790,73.94,41.1,2,59.68,28.85,16.55,6.9,44.87,37.27,64.53,20.13,46.8,55.91,48.6,3.25,61.94,51.73,70.37,20.04,17.23,30.68,20.04,64.93,19.7,9.19,57.31,5.17,84.05,38.4,49.87,47.02,49.92,55,10.21,4.6,2.36,7.2,10.99,10.93,17.32,9.51,21.54,15.72,8.09
Jodhpur,Rajasthan,65.94,993,48.63,66.66,74.15,25.34,53.49,68.18,37.24,48.09,70,50,42.73,55,52.08,42.35,38.67,42.93,31.03,45.1,33.9,1093,58.35,32.83,12.82,59.73,2,1,6.82,29.03,37.03,62.94,45.06,55.61,84.97,14.94,10.15,41.16,33.14,55.61,73.5,2,34.98,27.28,70,8.5,4.12,60,3.21,82.87,44.12,45.27,46.48,50.52,55,3.83,8.61,12.61,9.74,2.77,7.51,7.62,24.99,8.19,17.67,17.11
Bijnor,Uttar Pradesh,68.48,983,31.97,62.65,56.67,53.47,26.08,91.11,41.48,40.57,58.32,50,55.53,55,64.15,54.44,38.47,15.83,22.69,59.3,44.42,3321,67.02,34.42,2,60.47,21.43,18.45,3.02,53.38,46.87,53.8,42.58,50.54,47.75,50.91,13.35,40.98,43.55,30.06,79.1,29.44,41.04,34.57,62.72,4.33,1.23,53.07,0.65,73.44,71,58.99,67.43,71.33,46.37,0.44,1.75,12.61,0.9,6.03,10.19,16.17,0,16.63,17.47,21.53
Budaun,Uttar Pradesh,51.29,968,42.12,46.33,64.24,30.42,14.78,71.43,5,32.05,67.02,50,40.38,55,10,18.06,31.53,20.7,18.46,49.34,34.73,3077,47.72,37.59,5.65,42.17,26.12,21.68,1,28.59,16.22,47.93,46.59,53.12,66.87,33.02,8.87,36.76,34.76,46.55,78.75,14.28,43.6,20.09,70,22.34,9.83,60,2.19,89.85,49.84,72.91,57.76,65.24,55,6.98,0,8.19,0.14,8.77,10.86,0,8.96,12.05,8.89,15.74
Varanasi,Uttar Pradesh,75.6,947,75.93,65.58,70.93,72.15,56.8,61.97,78.43,62.39,56.55,48.75,68.24,55,28.56,41.45,74.51,49.9,40.39,57.67,34.44,1959,78.73,49.39,48.86,71.16,15.06,9.35,1,5,46.06,57.64,43.52,83.27,61.21,36.3,2.58,47.81,54.82,70.15,93.28,32.19,35.07,20.23,56.06,17.44,8.27,57.35,5.39,32.41,84.09,88,82.39,88.47,42.82,5.97,1.1,5.84,2.12,9.45,8.39,11.49,5.9,19.78,19.19,7.33
Alwar,Rajasthan,70.72,884,67.3,74.59,59.6,41.76,43.81,86.69,26.97,59.77,46.07,50,53.71,55,48.17,47.18,46.84,28.98,25.18,61.83,47.17,4899,61.54,33.99,27.18,55.54,11.32,7.09,5.51,31.13,56.52,45.98,42.51,30.97,45.95,45.56,5.32,52.15,49.98,48.85,87.61,18.97,33.21,39.37,60.7,31.89,8.5,59.41,3.55,37.45,65.36,47.63,59.9,58.15,55,2.31,2.76,15.91,13.02,4.2,8.58,18.03,13.43,13.33,10.88,9.85
Aligarh,Uttar Pradesh,67.52,967,65.29,55.04,53.69,30.37,12.34,93.49,55.11,52.26,57.55,50,65.75,55,43.29,38.95,61.22,55.2,39.79,49.04,37.31,3319,59.17,28.97,31.42,59.55,20.33,14.55,6.64,43.16,29.45,42.27,28.07,25.53,67,34.5,6.33,23.53,47,40.63,59.99,49.26,53.08,11.03,63.44,16.18,8.57,60,2.96,90.92,72.32,74.42,75.85,69.25,55,10.07,8.08,12.47,4.38,0,17.55,10.5,16.63,13.8,14.68,5.37
North West Delhi,Delhi,84.45,958,80.7,86.73,66.48,54.4,37.58,99,43.27,76.04,56.78,50,64.52,53.23,55.77,47.71,55.21,41.78,22.37,57.39,42.27,1346,74.36,39.95,19.03,70.73,18.02,18.55,9.32,6.08,27.88,44.61,30.76,60.39,75.35,28.48,8.78,35.76,69.37,27.75,81.64,46.52,30.07,25.04,50.54,28.15,6.81,60,2.74,55.29,30.62,65.99,47.53,50.51,37.63,8.12,7.11,3.11,10.23,3.85,4.75,9.05,19.64,16.79,18.89,10.23
Ghazipur,Uttar Pradesh,71.78,961,59.72,68.1,65.94,30.49,43.86,63.6,70.15,59.19,63.35,50,60.87,55,32.59,28.66,60.55,30.1,19.19,62.03,52.52,2872,59.87,36.27,29.1,56.1,28.04,23.56,11.82,19.07,42.96,72.7,62.96,48.08,45.25,53.98,7.71,55.97,50,47.39,63.54,2,38.26,38.49,63.61,23.35,11.44,60,5.16,66.68,70.89,54.27,65.14,74.26,49.66,8.11,3.87,10.75,9.36,10.23,15.96,9.02,10.54,6.84,12.68,11.9
Bankura,West Bengal,70.26,899,59.67,53.44,61.44,56.69,49.72,86.39,53.12,48.74,55.14,50,45.95,55,62.49,17.18,59.69,47.45,25.11,54.06,32.83,2259,66.51,48.58,2,63.74,2,4.77,1,12.85,24.34,50.96,18.5,65.19,70.28,18.39,9.98,11,42.44,42.35,58.61,32.09,34.48,18.5,67.52,25.57,12.02,56.27,5.03,91.26,42.26,14.64,24.84,21.07,55,7.94,5.4,10.49,6.28,2.71,2.92,17.34,7.46,14.62,14.72,13.46
Kushinagar,Uttar Pradesh,65.25,907,47.76,61.3,51.47,25.02,23.96,73.08,40.3,48.22,63.03,50,45.82,55,37.3,48.96,56.94,56.92,32.4,38.32,33.67,1501,57.36,20.56,32.46,53.8,8.81,1,1.13,49.16,26.06,15,11.35,72.33,21.88,75.26,12,31.39,41.41,53.45,53.67,16.08,27.58,8.6,70,22.46,13.25,60,0.2,67.99,65.74,43.95,51.11,49.47,55,10.36,1.87,12.59,10.31,5.87,19.04,2.04,4.29,28.09,16.09,11.92
Ganjam,Orissa,71.09,992,55.16,49.28,59.55,50.05,5,87.4,27.13,44.2,49.1,50,58.87,55,24.5,45.57,55.09,45.54,27.87,59.74,43.52,1237,66.73,41.98,10.16,48.64,23.62,13.98,6.73,65.11,50.18,58.86,40.95,35.87,43.12,61.41,9.38,36.65,39.35,63.57,60.99,32.76,27.67,47.48,57.99,22.63,6.47,60,4.88,90.34,49.54,44.59,42.21,45.74,55,5.38,10.27,22.75,2.09,4.08,0,8.04,13.29,20.84,8.81,3.78
Warangal,Andhra Pradesh,65.11,948,59.99,62.98,58.11,24.8,41.91,60.35,60.96,49.48,67.97,50,61.71,55,32.77,49.89,61.1,52.68,37.32,43.49,55.56,3095,62.9,43.61,13.62,40.93,18.5,10.91,14.01,31.23,58.33,55.32,52.37,70.07,53.77,39.04,11.59,30.22,34.11,49.92,69.93,8.88,48.51,36.59,62.59,3,1,60,4.03,59.18,58.34,55.74,58.12,62.96,48,1.03,7.64,4.91,5.11,4.78,13.33,14.21,25.76,7.82,13.94,9.62
Birbhum,West Bengal,70.68,977,70.05,69.81,39.65,46.27,19.1,62.85,7.53,63.97,56.81,48.71,56.77,55,24.43,37.16,54.73,60.46,39.66,46.17,44.72,1662,63.51,23.04,26.06,66.39,25.52,23.68,11.7,44.57,26.87,31.48,19.38,37.56,68.43,35.05,6.92,53.66,32.91,58.33,88.72,42.29,28.74,36.96,70,17.1,10.16,56.61,6.19,74.24,38.41,46.84,43.28,49.93,55,5.17,4.16,11.77,0,8.94,7.71,11.59,9.47,3.72,25.21,12.67
Bulandshahar,Uttar Pradesh,68.88,951,55.27,57.85,64.35,64.65,6.07,68.69,57.92,59.03,55.91,50,47.38,51.66,56.98,32.77,66.91,28.38,15.73,57.15,47.67,2108,62.56,32.96,23.8,48.78,20.62,12.21,14.78,44.1,29.03,42.9,36.31,59.49,77.65,20.12,21.18,39.64,57.34,63.5,75.93,37.37,25.06,25.93,60.69,13.69,2.25,58.88,2.86,65.87,29.19,40.99,33.52,41.76,47.88,0,3.78,16.48,7.39,5.76,10.16,15.93,12.57,12.66,9.64,14.13
Ludhiana,Punjab,82.2,951,62.15,74.84,58.63,61.15,5,78.95,23.02,76.09,47.06,44.01,71.31,55,37.29,49.4,42.23,57.36,34.86,56.65,45.75,1371,61.79,25.47,21.02,72.11,16.65,17.09,9.19,62.97,39.93,49.69,44.64,33.26,63.49,36.42,10.21,34.88,44.81,32.86,53.43,8.03,19.68,34.69,65.49,29.17,8.15,60,5.27,87.36,57.26,82.48,67.53,71.85,52.11,1.75,6.1,17.59,3.83,11.13,10.32,13.41,13.82,20.21,21.59,14.04
Vaishali,Bihar,66.6,988,54.96,73.62,46.76,37.99,47.17,70.31,70.05,49.19,59.41,50,24.7,55,42.54,50.21,51.77,20.02,15.48,50.51,39.02,1527,52.21,32.16,3.64,57.05,14.98,6.88,4.99,23.25,30.06,42.72,20.1,60.64,72.2,24.37,10.74,25.36,48.13,88.95,49.34,22.82,35.92,2,60.84,10.99,5.02,60,3.94,61.08,50.59,70.93,68,67.69,55,12.48,3.83,9.9,15.76,7.93,14.03,7.64,10.46,11.79,12.84,11.94
Nalgonda,Andhra Pradesh,64.2,929,59.16,54.24,39.86,44.63,35.45,85.91,48.23,60.34,57,50,30.72,49.83,29.66,35.74,49.56,42.2,30.66,51.56,37.93,2086,61.32,30.86,21.2,51.62,41.25,24.36,10.36,31.04,58.51,64.86,47.53,57.58,59.11,35.21,15.03,35.35,40.89,41.65,73.53,26.95,22.83,21.75,70,16.76,6.56,60,0.77,50.54,41.59,17.63,28.83,26.69,55,1.6,0,2.46,7.23,5.39,1.19,12.91,21.54,21,18.75,8.68
Bahraich,Uttar Pradesh,49.36,954,27.58,37.01,30,34.73,21.23,90.32,57.88,35.41,70,50,41.37,55,19.76,39.24,27.72,28.82,5.14,26.72,33.14,2549,53.35,28.3,31.53,57.61,33.35,24.08,12.48,28.87,20.78,40.36,26.82,35.94,69.29,37.88,8.35,39.72,36.92,64.3,78.54,33.63,34.65,38.37,70,25.41,10.63,51.87,5.04,57.99,29.77,45.5,41.8,41.72,55,1.3,8.6,0.03,10.28,4.72,10.85,3.4,20.26,4.98,6.25,8.49
Salem,Tamil Nadu,72.86,932,36.68,75.95,48.8,55.73,59.55,85.19,46.64,68.7,52.33,49.33,51.14,55,17.15,31.64,58.15,56.35,25.19,54.85,40.16,200,46.41,22.24,13.61,63.37,22.96,22.76,7.79,36.36,35.42,49.95,45.03,30.83,68.33,35.75,5.42,37.26,59.33,34.55,83.41,24.86,32.49,10.25,42.37,21.41,10.18,59.85,4.62,58.65,15,60.09,37.11,43.09,55,8.68,7.51,13.13,9.61,6,11.93,0,17.91,14.24,14.6,21.27
Saharanpur,Uttar Pradesh,70.49,933,52.36,77.18,53.73,35.67,46.85,97.43,9.95,54.74,70,50,55.4,55,45.95,40.36,35.92,54.31,41.44,62.84,58.37,2215,55.37,36.21,35.78,65.96,18.78,11.15,6.2,80,58.16,67.24,55.83,73.01,52.84,50.38,13.23,32.99,48.49,56.98,60.97,34.44,24.02,23,70,20.34,9.77,60,1.7,55.29,62.85,71.29,65.57,66.85,49.61,9.45,5.12,10.71,6.69,1.3,7.69,6.94,18.76,12.15,25.15,15.4
Viluppuram,Tamil Nadu,71.88,938,46.7,64.72,81.25,56.24,62.37,82.99,27.79,61.76,70,50,50.96,55,55.12,42.29,45.18,47.78,28.18,40.75,38.65,1528,61.29,35.54,9.53,63.38,23.38,2.38,7.35,35.55,46.45,60.48,43.49,48.94,55.6,48.94,13.46,26.85,38.12,57.64,72.04,24.15,10.46,30.84,70,27.87,10.91,57.73,3.58,54.67,51.17,43.28,51.47,57.89,46.72,0,2.74,9.64,10.97,1.83,10.44,10.4,8.89,16.6,13.51,12.24
